anio,total_escanos,configuracion,pct_mr,pct_rp,mr_seats,rp_seats,usar_coaliciones,morena_votos_pct,morena_mr,morena_rp,morena_total,morena_pct_escanos,coalicion_total,coalicion_pct_escanos,mayoria_simple_morena,mayoria_calificada_morena,mayoria_simple_coalicion,mayoria_calificada_coalicion,topes_aplicados
2018,400,50MR_50RP,50,50,200,200,CON,43.14,156,87,243,60.75,252,63.0,True,False,True,False,SI
2018,400,50MR_50RP,50,50,200,200,SIN,33.71,156,68,224,56.0,253,63.25,True,False,True,False,SI
2018,400,60MR_40RP,60,40,240,160,CON,43.14,187,70,257,64.25,264,66.0,True,False,True,False,SI
2018,400,60MR_40RP,60,40,240,160,SIN,33.71,187,54,241,60.25,264,66.0,True,False,True,False,SI
2018,400,75MR_25RP,75,25,300,100,CON,43.14,163,43,206,51.5,343,85.75,True,False,True,True,SI
2018,400,75MR_25RP,75,25,300,100,SIN,33.71,234,34,268,67.0,282,70.5,True,True,True,True,SI
2018,500,50MR_50RP,50,50,250,250,CON,43.14,195,109,304,60.8,316,63.2,True,False,True,False,SI
2018,500,50MR_50RP,50,50,250,250,SIN,33.71,196,85,281,56.2,317,63.4,True,False,True,False,SI
2018,500,60MR_40RP,60,40,300,200,CON,43.14,163,87,250,50.0,391,78.2,False,False,True,True,SI
2018,500,60MR_40RP,60,40,300,200,SIN,33.71,234,68,302,60.4,331,66.2,True,False,True,False,SI
2018,500,75MR_25RP,75,25,375,125,CON,43.14,306,54,360,72.0,366,73.2,True,True,True,True,SI
2018,500,75MR_25RP,75,25,375,125,SIN,33.71,292,42,334,66.8,352,70.4,True,True,True,True,SI
2018,600,50MR_50RP,50,50,300,300,CON,43.14,163,130,293,48.83,439,73.17,False,False,True,True,SI
2018,600,50MR_50RP,50,50,300,300,SIN,33.71,234,101,335,55.83,379,63.17,True,False,True,False,SI
2018,600,60MR_40RP,60,40,360,240,CON,43.14,291,104,395,65.83,406,67.67,True,False,True,True,SI
2018,600,60MR_40RP,60,40,360,240,SIN,33.71,281,81,362,60.33,397,66.17,True,False,True,False,SI
2018,600,75MR_25RP,75,25,450,150,CON,43.14,372,65,437,72.83,444,74.0,True,True,True,True,SI
2018,600,75MR_25RP,75,25,450,150,SIN,33.71,352,51,403,67.17,425,70.83,True,True,True,True,SI
2021,400,50MR_50RP,50,50,200,200,CON,35.36,131,76,207,51.75,228,57.0,True,False,True,False,SI
2021,400,50MR_50RP,50,50,200,200,SIN,35.95,134,77,211,52.75,231,57.75,True,False,True,False,SI
2021,400,60MR_40RP,60,40,240,160,CON,35.36,156,61,217,54.25,235,58.75,True,False,True,False,SI
2021,400,60MR_40RP,60,40,240,160,SIN,35.95,162,62,224,56.0,240,60.0,True,False,True,False,SI
2021,400,75MR_25RP,75,25,300,100,CON,35.36,135,38,173,43.25,238,59.5,False,False,True,False,SI
2021,400,75MR_25RP,75,25,300,100,SIN,35.95,202,39,241,60.25,253,63.25,True,False,True,False,SI
2021,500,50MR_50RP,50,50,250,250,CON,35.36,163,95,258,51.6,284,56.8,True,False,True,False,SI
2021,500,50MR_50RP,50,50,250,250,SIN,35.95,169,97,266,53.2,290,58.0,True,False,True,False,SI
2021,500,60MR_40RP,60,40,300,200,CON,35.36,135,76,211,42.2,285,57.0,False,False,True,False,SI
2021,500,60MR_40RP,60,40,300,200,SIN,35.95,202,77,279,55.8,300,60.0,True,False,True,False,SI
2021,500,75MR_25RP,75,25,375,125,CON,35.36,262,48,310,62.0,325,65.0,True,False,True,False,SI
2021,500,75MR_25RP,75,25,375,125,SIN,35.95,252,48,300,60.0,315,63.0,True,False,True,False,SI
2021,600,50MR_50RP,50,50,300,300,CON,35.36,135,114,249,41.5,333,55.5,False,False,True,False,SI
2021,600,50MR_50RP,50,50,300,300,SIN,35.95,202,116,318,53.0,348,58.0,True,False,True,False,SI
2021,600,60MR_40RP,60,40,360,240,CON,35.36,249,91,340,56.67,366,61.0,True,False,True,False,SI
2021,600,60MR_40RP,60,40,360,240,SIN,35.95,242,93,335,55.83,361,60.17,True,False,True,False,SI
2021,600,75MR_25RP,75,25,450,150,CON,35.36,319,57,376,62.67,393,65.5,True,False,True,False,SI
2021,600,75MR_25RP,75,25,450,150,SIN,35.95,303,58,361,60.17,378,63.0,True,False,True,False,SI
2024,400,50MR_50RP,50,50,200,200,CON,42.49,161,87,248,62.0,282,70.5,True,False,True,True,SI
2024,400,50MR_50RP,50,50,200,200,SIN,45.38,163,93,256,64.0,284,71.0,True,False,True,True,SI
2024,400,60MR_40RP,60,40,240,160,CON,42.49,193,70,263,65.75,290,72.5,True,False,True,True,SI
2024,400,60MR_40RP,60,40,240,160,SIN,45.38,196,74,270,67.5,294,73.5,True,True,True,True,SI
2024,400,75MR_25RP,75,25,300,100,CON,42.49,160,43,203,50.75,314,78.5,True,False,True,True,SI
2024,400,75MR_25RP,75,25,300,100,SIN,45.38,245,47,292,73.0,309,77.25,True,True,True,True,SI
2024,500,50MR_50RP,50,50,250,250,CON,42.49,201,109,310,62.0,352,70.4,True,False,True,True,SI
2024,500,50MR_50RP,50,50,250,250,SIN,45.38,204,116,320,64.0,355,71.0,True,False,True,True,SI
2024,500,60MR_40RP,60,40,300,200,CON,42.49,160,87,247,49.4,373,74.6,False,False,True,True,SI
2024,500,60MR_40RP,60,40,300,200,SIN,45.38,245,93,338,67.6,368,73.6,True,True,True,True,SI
2024,500,75MR_25RP,75,25,375,125,CON,42.49,311,54,365,73.0,389,77.8,True,True,True,True,SI
2024,500,75MR_25RP,75,25,375,125,SIN,45.38,306,58,364,72.8,386,77.2,True,True,True,True,SI
2024,600,50MR_50RP,50,50,300,300,CON,42.49,160,131,291,48.5,431,71.83,False,False,True,True,SI
2024,600,50MR_50RP,50,50,300,300,SIN,45.38,245,140,385,64.17,426,71.0,True,False,True,True,SI
2024,600,60MR_40RP,60,40,360,240,CON,42.49,299,105,404,67.33,445,74.17,True,True,True,True,SI
2024,600,60MR_40RP,60,40,360,240,SIN,45.38,294,112,406,67.67,442,73.67,True,True,True,True,SI
2024,600,75MR_25RP,75,25,450,150,CON,42.49,380,65,445,74.17,474,79.0,True,True,True,True,SI
2024,600,75MR_25RP,75,25,450,150,SIN,45.38,367,70,437,72.83,464,77.33,True,True,True,True,SI
2021_SWING,400,50MR_50RP,50,50,200,200,CON,35.65,129,77,206,51.5,227,56.75,True,False,True,False,SI
2021_SWING,400,50MR_50RP,50,50,200,200,SIN,36.37,134,79,213,53.25,233,58.25,True,False,True,False,SI
2021_SWING,400,60MR_40RP,60,40,240,160,CON,35.65,156,61,217,54.25,235,58.75,True,False,True,False,SI
2021_SWING,400,60MR_40RP,60,40,240,160,SIN,36.37,162,63,225,56.25,242,60.5,True,False,True,False,SI
2021_SWING,400,75MR_25RP,75,25,300,100,CON,35.65,135,38,173,43.25,245,61.25,False,False,True,False,SI
2021_SWING,400,75MR_25RP,75,25,300,100,SIN,36.37,202,39,241,60.25,253,63.25,True,False,True,False,SI
2021_SWING,500,50MR_50RP,50,50,250,250,CON,35.65,165,96,261,52.2,288,57.6,True,False,True,False,SI
2021_SWING,500,50MR_50RP,50,50,250,250,SIN,36.37,169,98,267,53.4,292,58.4,True,False,True,False,SI
2021_SWING,500,60MR_40RP,60,40,300,200,CON,35.65,135,77,212,42.4,293,58.6,False,False,True,False,SI
2021_SWING,500,60MR_40RP,60,40,300,200,SIN,36.37,202,79,281,56.2,302,60.4,True,False,True,False,SI
2021_SWING,500,75MR_25RP,75,25,375,125,CON,35.65,263,48,311,62.2,326,65.2,True,False,True,False,SI
2021_SWING,500,75MR_25RP,75,25,375,125,SIN,36.37,252,49,301,60.2,316,63.2,True,False,True,False,SI
2021_SWING,600,50MR_50RP,50,50,300,300,CON,35.65,135,116,251,41.83,343,57.17,False,False,True,False,SI
2021_SWING,600,50MR_50RP,50,50,300,300,SIN,36.37,202,118,320,53.33,351,58.5,True,False,True,False,SI
2021_SWING,600,60MR_40RP,60,40,360,240,CON,35.65,250,92,342,57.0,369,61.5,True,False,True,False,SI
2021_SWING,600,60MR_40RP,60,40,360,240,SIN,36.37,242,94,336,56.0,362,60.33,True,False,True,False,SI
2021_SWING,600,75MR_25RP,75,25,450,150,CON,35.65,319,58,377,62.83,394,65.67,True,False,True,False,SI
2021_SWING,600,75MR_25RP,75,25,450,150,SIN,36.37,304,59,363,60.5,380,63.33,True,False,True,False,SI
