ENTIDAD,ENT_KEY,DISTRITO,DIST_CH,N_PARTY_COLS,PARTY_COLS,TOTAL_VOTOS,N_WINNERS,WINNERS,SIGLADO_DOMINANTE,SIGLADO_PRESENT
MÉXICO,MXICO,22,022,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,242353,1,PAN,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,23,023,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,207502,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,24,024,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,245998,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,25,025,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,156912,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,26,026,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,212112,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,27,027,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,255083,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,28,028,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,155851,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,29,029,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,216089,1,MORENA,,False
MÉXICO,MXICO,30,030,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,153673,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,31,031,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,216846,1,MORENA,,False
MÉXICO,MXICO,32,032,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,158430,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,33,033,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,157773,1,MORENA,,False
MÉXICO,MXICO,34,034,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,257775,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,35,035,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,208530,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,36,036,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,205299,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,37,037,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,204386,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,38,038,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,175637,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,39,039,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,165350,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
MÉXICO,MXICO,40,040,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,228155,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
NAYARIT,NAYARIT,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,160058,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
NAYARIT,NAYARIT,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,173674,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
NAYARIT,NAYARIT,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,175819,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,211242,1,PAN,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,185003,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,161437,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,231009,1,PAN,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,161134,1,MC,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,212187,1,PAN,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,7,007,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,115580,1,MC,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,8,008,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,181484,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,9,009,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,180640,1,PRI,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,10,010,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,198906,1,PAN,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,11,011,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,217133,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,12,012,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,140107,1,MC,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,13,013,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,126180,1,MC,SIGAMOS HACIENDO HISTORIA,True
NUEVO LEÓN,NUEVO LEN,14,014,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,141820,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
OAXACA,OAXACA,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,199073,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
OAXACA,OAXACA,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,175760,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
OAXACA,OAXACA,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,201214,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
OAXACA,OAXACA,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,164132,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
OAXACA,OAXACA,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,164779,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
OAXACA,OAXACA,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,152555,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
OAXACA,OAXACA,7,007,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,163859,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
OAXACA,OAXACA,8,008,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,211574,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
OAXACA,OAXACA,9,009,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,164497,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
OAXACA,OAXACA,10,010,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,167885,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
PUEBLA,PUEBLA,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,188016,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,201222,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,199711,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,199734,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,187712,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,191150,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,7,007,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,173862,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,8,008,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,174190,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,9,009,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,230005,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,10,010,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,210522,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,11,011,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,196936,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,12,012,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,203366,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,13,013,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,175650,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,14,014,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,190762,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,15,015,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,181480,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
PUEBLA,PUEBLA,16,016,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,198892,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
QUERÉTARO,QUERTARO,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,202130,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
QUERÉTARO,QUERTARO,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,168279,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
QUERÉTARO,QUERTARO,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,207083,1,PAN,FUERZA Y CORAZON POR MEXICO,True
QUERÉTARO,QUERTARO,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,228344,1,PAN,FUERZA Y CORAZON POR MEXICO,True
QUERÉTARO,QUERTARO,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,163398,1,PAN,SIGAMOS HACIENDO HISTORIA,True
QUERÉTARO,QUERTARO,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,170146,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
QUINTANA ROO,QUINTANA ROO,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,204151,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
QUINTANA ROO,QUINTANA ROO,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,207963,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
QUINTANA ROO,QUINTANA ROO,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,198750,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
QUINTANA ROO,QUINTANA ROO,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,171269,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SAN LUIS POTOSÍ,SAN LUIS POTOS,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,170770,1,PVEM,SIGAMOS HACIENDO HISTORIA,True
SAN LUIS POTOSÍ,SAN LUIS POTOS,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,156010,1,PVEM,SIGAMOS HACIENDO HISTORIA,True
SAN LUIS POTOSÍ,SAN LUIS POTOS,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,165555,1,PVEM,SIGAMOS HACIENDO HISTORIA,True
SAN LUIS POTOSÍ,SAN LUIS POTOS,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,192967,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SAN LUIS POTOSÍ,SAN LUIS POTOS,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,211271,1,PAN,SIGAMOS HACIENDO HISTORIA,True
SAN LUIS POTOSÍ,SAN LUIS POTOS,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,195694,1,PVEM,SIGAMOS HACIENDO HISTORIA,True
SAN LUIS POTOSÍ,SAN LUIS POTOS,7,007,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,190196,1,PVEM,SIGAMOS HACIENDO HISTORIA,True
SINALOA,SINALOA,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,166842,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SINALOA,SINALOA,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,193040,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
SINALOA,SINALOA,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,187759,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SINALOA,SINALOA,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,179165,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SINALOA,SINALOA,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,193257,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SINALOA,SINALOA,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,183490,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
SINALOA,SINALOA,7,007,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,170539,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SONORA,SONORA,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,140386,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SONORA,SONORA,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,161158,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SONORA,SONORA,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,156625,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SONORA,SONORA,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,164914,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SONORA,SONORA,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,185580,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SONORA,SONORA,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,167634,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
SONORA,SONORA,7,007,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,152094,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TABASCO,TABASCO,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,146850,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
TABASCO,TABASCO,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,173399,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
TABASCO,TABASCO,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,162403,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
TABASCO,TABASCO,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,185038,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
TABASCO,TABASCO,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,201550,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
TABASCO,TABASCO,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,168111,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
TAMAULIPAS,TAMAULIPAS,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,189216,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TAMAULIPAS,TAMAULIPAS,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,166752,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TAMAULIPAS,TAMAULIPAS,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,193471,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TAMAULIPAS,TAMAULIPAS,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,174325,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TAMAULIPAS,TAMAULIPAS,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,223761,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TAMAULIPAS,TAMAULIPAS,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,217789,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TAMAULIPAS,TAMAULIPAS,7,007,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,144356,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TAMAULIPAS,TAMAULIPAS,8,008,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,260283,1,PAN,SIGAMOS HACIENDO HISTORIA,True
TLAXCALA,TLAXCALA,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,225473,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TLAXCALA,TLAXCALA,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,230218,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
TLAXCALA,TLAXCALA,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,237698,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,182943,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,173704,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,183025,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,193578,1,PAN,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,200101,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,180631,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,7,007,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,178309,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,8,008,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,188139,1,MORENA,FUERZA Y CORAZON POR MEXICO,True
VERACRUZ,VERACRUZ,9,009,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,187194,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,10,010,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,246472,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,11,011,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,191002,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,12,012,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,172695,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,13,013,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,169028,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,14,014,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,169254,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,15,015,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,176973,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,16,016,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,202868,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,17,017,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,183748,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,18,018,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,167787,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
VERACRUZ,VERACRUZ,19,019,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,165786,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
YUCATÁN,YUCATN,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,209465,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
YUCATÁN,YUCATN,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,243417,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
YUCATÁN,YUCATN,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,182979,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
YUCATÁN,YUCATN,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,201051,1,PAN,SIGAMOS HACIENDO HISTORIA,True
YUCATÁN,YUCATN,5,005,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,228063,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
YUCATÁN,YUCATN,6,006,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,175232,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
ZACATECAS,ZACATECAS,1,001,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,173788,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
ZACATECAS,ZACATECAS,2,002,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,190994,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
ZACATECAS,ZACATECAS,3,003,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,195120,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
ZACATECAS,ZACATECAS,4,004,7,MC|MORENA|PAN|PRD|PRI|PT|PVEM,171682,1,MORENA,SIGAMOS HACIENDO HISTORIA,True
