NOMBRE_ESTADO,swing_PAN,swing_PRI,swing_PRD,swing_PVEM,swing_PT,swing_MC,swing_MORENA
Aguascalientes,-22.051019595863494,-40.472215213994616,-11.350577611795257,-78.48410841888573,-61.253806587233186,43.02795223067732,11.098854012421503
Coahuila,-58.17251647361796,4.091045191331598,129.6434782207902,27.334427696970106,1373.335118252753,-100.0,-43.202999398902456
Durango,-4.716480591794665,70.66122710580994,15.586834247910044,-53.65821136881735,-0.6341926154268531,11.950159456296882,9.343660763447556
Hidalgo,-42.363379995793466,-18.81050548200928,-34.89454596282061,-53.609603303420286,0.7950068596283517,40.52738503607157,10.306989897899253
México,-22.15847307618936,0.6717737629054925,-26.831406749700072,-100.0,-100.0,-100.0,-100.0
Oaxaca,-53.82193717225048,-31.4273127924449,-51.37461919759532,-64.28394313688518,-50.11136933721508,-23.06496082424624,-29.029054888430334
Quintana Roo,-16.253325108513785,-67.14571514725503,-33.9153473338023,289.7262476230995,-31.973331774083025,227.15885632192348,-33.71933960692701
Tamaulipas,4.522098363688799,-45.43564904698573,22.884969327784326,-100.0,-100.0,19.163797645898455,-100.0
