CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MAS,CXQROO,FXMQROO,PAN_PRD_CXQROO,PAN_PRD,PAN_CXQROO,PRD_CXQROO,PVEM_PT_MORENA_FXMQROO,PVEM_PT_MORENA,PVEM_PT_FXMQROO,PVEM_MORENA_FXMQROO,PT_MORENA_FXMQROO,PVEM_PT,PVEM_MORENA,PVEM_FXMQROO,PT_MORENA,PT_FXMQROO,MORENA_FXMQROO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,95,1,27,6,7,135,4,16,55,11,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,266,0,9,275,575
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,96,2,21,7,1,55,5,32,64,5,1,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,198,0,14,212,789
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,97,1,10,0,4,66,2,25,33,7,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,153,0,0,153,593
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,114,2,15,4,3,59,4,18,59,4,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,172,0,3,175,753
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,115,2,17,5,4,46,6,34,53,4,2,3,1,0,1,0,2,0,0,0,0,0,5,0,3,0,0,186,0,11,197,943
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,116,2,61,15,3,69,10,38,93,7,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,303,0,9,312,898
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,117,2,65,16,7,140,7,52,138,26,3,5,4,3,0,0,0,1,0,0,0,1,4,0,0,0,0,472,0,21,493,1097
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,119,1,79,11,0,8,3,26,41,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,175,0,2,177,529
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,136,1,61,11,4,19,5,17,34,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158,1,3,162,471
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,137,2,208,33,19,84,24,150,341,67,9,16,4,6,0,0,2,1,1,0,0,0,9,1,4,0,1,980,0,27,1007,584
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,169,5,756,76,18,73,29,234,354,60,5,21,17,5,0,0,7,3,0,0,0,2,8,0,1,0,2,1671,1,39,1711,2580
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,170,4,401,55,11,55,13,64,114,13,2,11,3,3,0,0,1,1,0,0,0,3,2,0,0,0,0,752,1,8,761,2605
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,252,2,86,10,2,54,6,36,139,21,2,64,2,0,0,1,0,0,0,0,0,0,5,1,1,0,1,431,1,19,451,1063
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,253,2,72,5,5,41,5,26,113,11,1,62,1,2,0,0,0,1,0,0,0,1,2,0,1,0,1,350,0,16,366,948
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,254,1,54,7,1,50,2,21,136,8,1,45,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,329,0,6,335,726
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,255,4,125,15,7,280,11,48,390,22,5,125,1,0,1,0,3,2,0,1,1,6,11,0,0,1,2,1057,2,43,1102,2302
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,256,2,78,7,1,122,8,37,199,10,0,44,0,0,0,0,2,0,0,1,0,0,2,0,1,0,2,514,0,21,535,1320
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,257,3,91,9,3,154,6,39,294,27,0,73,0,1,0,0,2,0,0,1,1,1,9,2,1,0,4,718,1,22,741,1631
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,258,6,186,17,5,476,36,121,710,41,12,173,0,1,1,0,1,1,27,0,0,4,20,2,7,0,5,1846,0,78,1924,4124
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,259,3,93,11,1,172,9,51,302,18,0,58,0,2,0,0,0,1,0,1,2,0,23,1,4,0,2,751,0,23,774,1630
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,260,1,49,3,3,13,1,9,14,4,0,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,104,0,2,106,245
,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,261,12,311,97,17,1209,43,233,942,94,18,494,3,8,2,0,3,7,5,5,3,8,51,14,5,1,28,3601,5,152,3758,8534
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,284,3,38,11,4,166,36,38,453,305,3,29,0,0,0,0,1,0,0,0,0,1,1,2,2,1,0,1091,0,39,1130,1735
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,285,3,46,3,4,110,28,45,469,273,3,46,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,1035,0,43,1078,1641
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,286,4,57,14,8,294,48,60,742,556,3,57,0,1,0,0,1,1,1,0,0,2,5,1,3,0,3,1857,0,61,1918,2944
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,287,3,53,4,1,111,22,17,238,447,4,18,1,2,0,0,2,1,2,0,1,0,4,0,2,1,0,931,0,19,950,2084
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,288,5,33,11,4,432,87,24,320,534,4,8,1,1,0,0,1,0,1,0,0,3,5,0,7,0,0,1476,0,64,1540,2444
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,289,2,16,9,4,153,16,17,171,115,3,8,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,516,0,24,540,916
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,290,4,54,16,11,213,57,33,432,333,9,54,0,0,0,0,2,5,3,1,0,1,5,2,0,0,0,1231,0,46,1277,2165
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,291,2,18,8,3,132,31,25,277,143,2,27,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,670,0,25,695,1041
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,292,3,51,12,6,198,25,15,312,291,9,40,0,0,0,0,2,2,0,0,0,0,3,1,1,0,5,973,0,47,1020,1496
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,293,3,35,9,5,204,23,26,388,233,6,17,2,4,0,0,1,0,1,0,0,1,2,0,3,1,0,961,0,23,984,1810
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,294,2,20,5,3,82,35,20,269,101,1,29,0,0,0,0,0,2,0,0,0,1,2,0,0,1,1,572,0,27,599,1031
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,295,2,40,20,10,157,54,21,175,107,7,118,1,2,0,0,1,0,0,0,1,0,4,2,1,0,1,722,1,28,751,1129
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,296,3,31,10,6,185,16,28,240,268,5,21,2,1,1,0,1,1,0,0,0,1,3,1,3,2,2,828,0,28,856,1266
,23,QUINTANA ROO,1,KANTUNILKIN,6,LAZARO CARDENAS,297,1,10,2,5,46,19,17,220,91,4,5,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,423,0,16,439,603
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,634,2,20,6,9,199,5,33,80,12,5,1,3,4,2,0,1,0,0,0,1,1,2,0,2,0,0,386,1,24,411,898
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,635,1,18,8,8,131,2,17,76,19,1,4,0,0,2,0,0,1,1,0,0,3,0,0,0,0,0,291,1,19,311,705
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,636,1,8,4,4,112,3,23,52,6,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,221,0,16,237,572
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,637,1,9,4,3,109,3,7,37,8,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,185,0,22,207,407
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,962,3,72,10,7,103,14,68,204,20,4,9,3,2,0,0,1,1,0,0,1,2,7,1,4,1,2,536,1,39,576,1709
,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,177,5,192,19,24,825,57,43,564,103,8,19,1,4,0,0,2,1,0,1,1,4,33,2,7,1,1,1912,1,107,2020,3716
,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,178,3,136,9,13,478,53,37,230,53,6,3,0,0,0,0,2,1,1,0,0,3,25,0,5,0,0,1055,1,52,1108,2245
,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,21,360,118,151,2406,105,381,1784,213,13,100,20,23,11,0,7,10,3,8,9,17,80,15,17,3,9,5863,5,276,6144,15530
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,13,4,62,33,22,278,28,157,318,42,9,25,3,4,0,1,1,5,0,0,1,3,4,2,0,0,0,998,0,38,1036,2309
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,14,7,175,65,16,296,31,329,536,54,12,13,3,1,1,0,5,1,1,0,0,0,8,0,4,0,0,1551,4,62,1617,4520
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,48,2,66,24,18,131,8,95,177,25,6,5,1,1,0,0,0,0,0,0,1,0,6,0,4,0,0,568,0,20,588,1341
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,49,2,53,10,6,201,3,70,202,24,4,15,0,0,0,0,3,2,1,0,0,0,0,0,6,0,1,601,0,43,644,1410
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,50,3,76,23,12,256,17,140,260,29,2,11,0,9,0,0,0,0,0,0,0,2,3,0,1,0,0,841,0,52,893,2045
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,51,2,41,14,10,146,8,78,174,7,7,6,1,2,0,0,1,0,0,0,0,1,3,0,1,0,0,500,2,23,525,1140
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,70,2,44,14,7,111,7,81,170,24,6,9,9,7,0,1,0,1,0,0,0,0,0,0,0,0,0,491,4,20,515,1047
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,579,2,27,8,8,91,9,67,161,11,3,11,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,402,0,11,413,1186
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,580,1,18,4,2,74,4,19,77,12,1,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,218,0,9,227,537
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,581,1,13,2,2,42,5,26,48,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,10,159,341
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,582,1,8,5,1,61,4,11,71,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,170,0,6,176,380
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,583,1,6,1,2,31,3,15,42,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,107,0,7,114,268
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,584,1,0,0,1,36,4,6,23,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,3,79,148
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,595,2,23,16,9,56,7,58,125,7,3,5,1,1,0,0,2,0,0,1,0,1,6,0,1,0,0,322,1,11,334,817
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,596,1,23,4,3,47,5,37,80,4,1,3,1,1,0,0,0,0,0,0,0,1,2,0,1,0,1,214,0,10,224,582
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,599,1,20,11,10,72,2,46,112,6,0,3,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,288,1,12,301,749
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,601,1,22,3,3,85,3,43,75,7,2,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,250,0,12,262,586
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,602,1,17,4,2,79,0,20,53,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,7,1,186,430
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,811,2,35,8,20,83,19,45,99,10,6,13,1,1,0,0,0,1,0,2,0,0,3,0,0,0,0,346,0,22,368,973
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,812,2,36,7,15,154,13,41,118,12,3,8,0,1,1,0,0,0,1,0,0,0,2,0,3,0,1,416,0,31,447,1328
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,813,2,33,9,13,168,15,43,81,10,2,8,0,0,0,0,1,1,1,1,1,3,3,0,2,0,0,395,0,10,405,1107
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,814,2,52,21,8,40,9,85,151,12,5,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,391,0,19,410,1258
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,815,2,52,9,12,42,6,57,140,6,3,5,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,337,0,15,352,1023
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,816,2,30,13,3,147,11,56,149,10,5,10,5,2,0,0,1,1,0,0,0,0,2,0,1,0,1,447,0,17,464,1207
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,817,2,58,18,9,49,10,59,144,18,4,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,374,1,16,391,1074
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,818,2,29,6,3,176,9,68,106,10,2,8,3,0,0,0,0,1,0,1,0,0,3,1,1,0,0,427,0,34,461,1368
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,819,2,42,11,14,87,2,40,87,8,2,4,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,303,1,14,318,841
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,820,1,47,1,7,95,12,32,64,9,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,274,0,12,286,705
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,821,1,19,7,5,69,3,28,65,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,203,0,14,217,597
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,822,3,40,10,11,139,16,78,228,22,7,9,0,0,0,0,0,1,0,0,0,0,4,1,1,0,1,568,3,25,596,1800
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,823,1,21,3,2,36,3,44,93,12,7,3,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,229,0,10,239,700
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,824,1,45,8,14,38,4,35,70,10,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,11,242,666
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,825,2,30,6,7,102,14,45,78,12,3,10,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,312,1,9,322,882
