CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PANALH,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_MORENA_PANALH,PT_MORENA,PT_PANALH,MORENA_PANALH,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,92,3,28,157,10,32,55,23,353,74,6,2,0,0,6,8,1,4,759,1,17,777,1747
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,93,1,4,61,2,31,23,10,172,14,0,0,0,1,2,3,0,0,323,0,7,330,731
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,94,1,2,45,4,11,16,3,66,6,1,0,0,0,0,3,0,1,158,0,4,162,364
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,95,2,5,96,13,19,24,15,239,18,3,0,0,0,3,4,0,1,440,0,15,455,972
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,96,1,9,43,1,12,31,5,153,8,0,0,0,0,4,0,0,3,269,0,4,273,482
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,97,2,18,46,10,11,32,11,230,13,2,0,0,0,3,10,1,3,390,0,21,411,770
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,98,1,6,51,3,10,7,1,98,13,1,0,0,0,0,1,0,0,191,0,2,193,322
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,99,2,14,33,8,26,22,10,256,14,1,0,0,0,4,5,0,1,394,0,4,398,1373
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,100,2,2,30,5,10,65,11,138,10,0,0,0,0,3,5,2,0,281,0,9,290,890
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,101,2,6,99,6,13,17,8,246,30,3,1,0,0,2,0,0,0,431,0,12,443,1000
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,102,1,1,45,3,7,3,1,41,3,1,0,0,0,0,0,0,0,105,0,0,105,227
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,103,3,21,97,12,28,34,9,316,22,3,3,0,0,8,6,0,1,560,0,7,567,1299
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,104,2,10,41,5,9,21,12,179,11,0,1,0,0,3,2,0,0,294,0,10,304,782
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,105,1,11,21,3,5,32,4,89,14,1,0,0,0,0,2,0,2,184,0,2,186,505
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,106,2,14,57,7,19,26,6,181,34,5,0,0,0,5,4,0,1,359,0,11,370,844
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,107,1,16,51,6,12,16,6,137,14,5,0,0,0,1,2,0,0,266,0,11,277,540
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,108,1,7,37,0,14,11,5,64,9,0,0,0,0,4,1,0,0,152,1,1,154,336
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,109,1,1,47,3,7,8,4,81,7,1,1,0,0,1,2,0,1,164,0,2,166,334
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,110,1,3,33,4,5,12,3,69,6,0,0,0,0,0,1,0,0,136,0,5,141,246
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,111,2,16,159,4,12,22,8,214,13,2,0,0,1,3,1,0,2,457,0,12,469,901
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,112,1,0,11,1,11,5,0,44,7,1,0,0,0,0,0,0,0,80,0,2,82,133
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,113,1,3,70,3,4,11,2,53,7,2,0,0,1,3,1,0,0,160,0,2,162,287
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,291,3,21,167,122,6,7,9,490,46,6,2,0,3,5,2,1,6,893,0,40,933,2000
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,292,3,15,179,84,10,15,9,437,43,3,0,1,3,4,1,0,7,811,0,24,835,1697
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,294,1,10,44,19,0,3,2,116,12,1,0,0,0,0,2,0,1,210,0,13,223,590
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,295,1,2,35,17,1,4,5,61,5,1,1,0,0,0,0,0,0,132,0,4,136,322
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,296,1,24,105,79,3,21,7,132,13,0,0,2,2,1,0,0,1,390,0,33,423,741
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,297,1,3,60,33,6,6,5,147,16,3,0,0,0,1,0,0,2,282,0,26,308,608
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,298,1,3,83,53,1,9,1,145,22,2,1,0,1,3,0,0,4,328,2,14,344,744
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,300,1,2,35,22,1,3,0,74,9,3,0,0,0,2,0,0,0,151,0,7,158,331
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,301,1,2,51,20,1,3,5,82,12,3,0,0,1,1,0,0,1,182,0,12,194,394
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,303,1,2,47,2,1,1,3,59,3,0,0,0,0,0,0,0,0,118,0,6,124,220
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,304,1,1,87,21,1,9,3,111,9,0,0,0,2,1,0,0,1,246,0,13,259,510
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,307,1,5,83,8,2,10,3,134,22,3,0,0,1,3,0,0,0,274,0,12,286,657
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,308,1,3,84,51,1,8,2,183,18,0,1,0,1,0,0,0,2,354,0,12,366,594
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,309,2,11,175,100,5,11,11,318,30,0,1,2,0,2,1,0,6,673,0,34,707,1356
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,310,1,8,93,52,5,7,5,177,15,1,0,0,0,0,0,0,3,366,2,27,395,743
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,312,3,8,108,61,7,9,9,230,18,5,1,0,2,0,0,0,3,461,0,26,487,1049
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,314,1,2,56,29,1,3,1,60,6,0,1,0,0,0,0,0,0,159,0,13,172,351
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,315,2,5,113,103,1,9,3,196,16,1,0,0,3,0,0,0,1,451,0,20,471,888
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,3,46,239,20,9,2,17,592,113,11,6,0,0,7,2,0,6,1070,0,29,1099,1937
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,3,39,265,42,3,13,12,562,86,4,2,0,1,7,0,0,6,1042,0,13,1055,1421
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,611,1,2,85,8,4,3,2,154,6,0,0,0,0,0,0,0,2,266,0,12,278,433
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,612,1,4,44,7,1,5,5,101,16,2,0,0,0,1,0,0,2,188,1,13,202,419
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,613,1,21,72,3,1,1,5,159,15,1,1,0,0,1,1,0,1,282,0,15,297,518
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,614,1,8,85,17,4,2,8,203,26,2,1,0,1,3,1,0,1,362,0,11,373,726
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,616,1,3,18,3,0,2,1,64,3,3,0,0,0,1,0,0,2,100,0,2,102,155
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,617,1,0,24,3,1,1,1,24,7,0,0,0,0,0,0,0,0,61,0,1,62,105
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,618,1,1,30,1,3,3,0,92,13,1,1,0,0,0,0,0,1,146,0,9,155,324
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,620,2,10,87,8,3,17,12,273,22,1,1,0,0,3,2,0,0,439,0,15,454,873
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,621,1,1,28,0,0,2,1,92,9,0,0,0,0,0,0,0,2,135,0,1,136,205
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,622,1,4,46,4,1,6,4,112,9,0,0,0,0,0,0,0,0,186,0,13,199,420
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,625,1,2,19,2,0,1,0,54,3,0,0,0,0,0,0,0,0,81,0,3,84,128
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,626,1,2,25,3,0,6,0,60,5,0,0,0,0,0,0,0,0,101,1,1,103,172
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,627,1,1,74,5,2,6,3,142,12,1,0,0,0,1,0,0,1,248,0,14,262,456
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,628,1,6,14,2,1,3,3,106,5,0,0,0,0,0,1,0,1,142,0,5,147,271
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,629,1,3,55,3,0,4,0,138,11,0,0,0,0,2,0,0,4,220,0,7,227,488
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,646,2,6,54,289,4,8,4,185,26,6,1,0,5,3,1,1,4,597,0,30,627,1014
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,648,1,5,36,137,2,4,4,78,3,0,0,0,1,3,2,0,0,275,0,22,297,474
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,650,2,6,36,372,9,23,14,189,37,7,0,3,6,0,0,0,4,706,1,52,759,1301
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,651,1,3,17,105,4,3,1,79,10,3,0,0,1,0,0,0,1,227,1,13,241,357
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,654,2,4,39,224,4,7,6,177,38,4,0,2,4,3,0,0,5,517,0,23,540,862
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,655,3,6,38,357,7,12,13,247,24,9,0,0,3,1,0,0,2,719,1,36,756,1277
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,656,1,1,13,108,0,6,4,61,13,2,0,0,1,1,0,0,0,210,3,4,217,417
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,824,2,84,44,7,3,14,5,193,60,4,4,0,0,4,1,0,3,426,0,12,438,925
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,826,1,24,20,0,1,8,1,40,9,4,0,0,0,0,0,0,1,108,0,2,110,234
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,830,1,33,18,0,1,1,0,36,5,0,0,0,0,1,1,0,0,96,0,4,100,159
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,831,1,108,39,0,0,4,0,28,7,0,2,0,0,1,0,0,0,189,0,12,201,322
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,299,1,2,29,7,1,3,2,31,0,0,0,0,0,0,0,0,1,76,0,6,82,205
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,302,1,9,69,67,5,3,5,130,15,4,1,0,0,1,0,0,1,310,0,9,319,594
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,305,1,4,71,31,4,2,6,182,20,2,1,0,0,2,0,0,2,327,0,15,342,670
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,306,1,1,35,15,0,5,3,44,10,0,0,0,0,0,0,0,1,114,0,13,127,221
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,311,1,7,66,31,1,11,6,160,23,0,1,0,0,0,0,0,0,306,0,19,325,688
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,313,1,2,26,9,1,4,5,43,9,0,0,0,0,1,0,0,0,100,0,15,115,234
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,4,44,581,28,8,23,16,578,66,13,3,1,0,7,1,0,10,1379,0,39,1418,2554
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,965,1,10,61,1,0,3,3,75,11,2,3,0,0,0,0,0,2,171,0,6,177,321
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,967,3,88,255,55,3,10,13,217,25,4,5,0,0,1,0,0,4,680,0,28,708,1347
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,968,1,4,10,1,1,2,0,49,4,0,0,0,0,0,0,0,0,71,0,2,73,154
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,969,1,5,83,1,2,3,0,50,5,2,1,0,0,2,0,0,0,154,1,9,164,309
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,970,2,56,310,5,5,9,5,260,22,6,1,0,0,2,0,0,0,681,1,32,714,1110
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,971,1,15,127,0,1,4,3,75,8,2,0,0,0,0,0,0,0,235,0,7,242,407
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,972,3,15,363,76,4,9,4,273,49,5,4,0,0,1,0,0,3,806,0,30,836,1629
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,973,1,2,83,15,2,9,3,101,17,1,1,0,0,1,0,2,3,240,0,15,255,475
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,974,1,3,120,3,3,5,3,88,14,7,0,0,0,2,0,0,0,248,0,14,262,482
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,975,1,9,87,39,0,4,2,93,7,0,0,0,0,0,1,0,1,243,0,9,252,434
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,976,1,13,108,1,3,4,2,102,8,0,0,0,0,2,0,0,0,243,0,6,249,436
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,610,1,5,58,11,2,6,1,68,7,0,0,0,1,0,0,0,4,163,0,15,178,407
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,977,1,4,34,2,0,4,4,85,12,1,0,1,0,0,0,0,0,147,0,5,152,280
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,978,1,14,114,14,7,7,5,153,13,1,2,0,0,2,0,0,3,335,0,11,346,635
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,979,1,2,51,8,0,1,0,68,13,2,1,0,0,0,0,0,1,147,0,5,152,240
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,980,1,1,77,1,0,1,1,55,3,0,0,0,0,0,0,0,0,139,0,7,146,234
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,981,1,4,74,16,1,7,7,104,13,2,1,0,2,2,0,0,0,233,0,15,248,412
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,615,1,6,38,3,1,3,2,37,4,0,0,0,0,0,1,0,1,96,0,7,103,186
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1132,1,13,112,4,4,2,3,183,36,4,0,0,0,1,0,0,1,363,0,5,368,670
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1133,2,12,136,15,2,13,6,415,85,4,0,0,0,5,0,1,3,697,0,12,709,1423
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1134,3,9,204,20,2,6,16,542,106,12,1,0,2,5,3,0,5,933,3,20,956,1990
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1135,1,1,62,2,4,0,7,75,9,0,0,0,0,1,0,0,2,163,0,4,167,501
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1137,2,0,65,7,1,5,6,251,44,2,0,0,0,0,0,0,0,381,0,5,386,781
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1138,1,3,34,4,1,9,3,241,60,1,0,0,0,3,2,0,2,363,0,5,368,696
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1139,1,2,29,1,2,3,2,132,19,0,0,0,0,0,0,0,0,190,0,10,200,541
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1140,1,1,10,1,0,2,1,23,2,0,0,0,1,0,0,0,0,41,0,0,41,104
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1141,1,0,32,1,1,2,1,67,4,0,0,0,0,1,0,0,0,109,0,4,113,300
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1142,1,2,47,0,0,15,6,288,31,1,0,0,0,5,0,0,2,397,0,6,403,718
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1144,1,2,38,2,0,4,1,158,11,1,1,0,0,0,1,0,1,220,0,1,221,474
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1145,1,8,43,3,1,4,4,157,22,2,0,0,0,0,0,0,1,245,0,2,247,428
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1146,2,1,56,7,2,5,6,226,14,3,0,0,0,3,0,0,1,324,0,6,330,789
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1147,1,1,39,1,0,4,0,130,8,0,0,0,1,1,1,2,0,188,0,4,192,411
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1148,1,3,37,6,3,12,4,236,32,0,0,0,0,1,0,0,0,334,0,3,337,682
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1149,1,7,27,5,3,9,6,175,24,0,0,0,0,2,2,0,0,260,0,1,261,671
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1150,3,23,153,12,10,10,21,394,27,4,2,0,0,7,2,0,7,672,0,18,690,1569
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,647,2,2,31,142,5,17,7,169,15,6,0,1,1,3,0,0,2,401,0,36,437,790
5,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1151,3,4,197,18,4,9,5,380,47,1,0,0,0,3,1,0,7,676,0,12,688,1572
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1644,3,62,144,29,3,10,12,388,35,5,2,1,0,9,1,0,5,706,1,23,730,1966
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1646,1,30,100,3,0,2,5,169,35,2,1,0,1,2,1,0,2,353,0,10,363,726
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1647,2,42,73,3,5,5,6,218,19,6,2,2,0,3,1,0,3,388,0,13,401,994
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1648,2,36,87,3,4,5,10,184,22,4,0,0,0,3,2,0,0,360,0,13,373,869
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1649,2,44,96,5,3,10,11,232,25,4,0,0,0,4,1,0,1,436,0,5,441,925
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1650,3,57,209,14,6,17,18,409,31,5,5,0,0,7,2,1,6,787,0,20,807,1772
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1651,1,5,5,0,1,2,0,24,1,0,0,0,0,0,0,0,0,38,0,0,38,113
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1653,1,3,26,0,4,3,6,186,20,0,0,1,0,1,0,0,1,251,0,6,257,544
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1654,1,2,16,1,1,0,2,26,10,0,0,0,0,0,0,0,1,59,0,3,62,113
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1655,1,3,8,0,1,3,1,51,6,0,0,0,0,0,0,0,0,73,0,4,77,138
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,649,1,4,24,172,5,7,9,152,23,1,0,1,3,0,0,0,1,402,0,22,424,723
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1656,1,4,52,4,0,9,1,27,4,0,0,0,0,1,0,0,0,102,0,4,106,152
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1657,1,1,11,2,1,2,1,58,1,0,0,0,0,0,0,0,0,77,0,2,79,172
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1660,1,5,16,3,3,4,1,89,6,1,0,0,0,2,0,1,1,132,0,5,137,269
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1661,1,3,11,2,0,2,0,57,1,0,0,0,0,0,0,0,0,76,0,2,78,172
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1662,1,6,16,1,1,12,1,98,4,0,0,0,0,0,0,0,0,139,0,4,143,359
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1663,1,6,16,1,0,10,2,122,6,0,0,0,0,0,2,1,1,167,0,12,179,344
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1664,1,5,43,0,2,3,1,56,5,1,0,0,0,0,0,0,0,116,0,2,118,253
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1667,1,6,17,4,2,4,2,37,11,0,0,0,1,1,0,0,0,85,0,0,85,260
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1668,1,6,35,2,6,3,2,187,16,0,0,0,0,3,3,0,4,267,0,13,280,707
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1669,1,12,12,1,0,1,1,42,6,0,0,0,1,0,0,1,0,77,0,2,79,160
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1670,1,14,29,2,1,1,0,32,4,1,0,0,0,0,0,0,1,85,0,3,88,228
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1673,1,4,8,0,2,0,1,25,6,0,0,0,0,0,0,0,0,46,0,1,47,178
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1675,2,33,55,9,1,7,5,188,8,2,1,0,0,2,2,0,0,313,0,8,321,955
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1676,2,16,58,11,0,12,6,263,12,2,0,0,0,3,0,0,3,386,0,6,392,1145
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1678,3,57,100,13,4,18,9,422,35,4,2,2,0,7,1,0,2,676,0,25,701,1804
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1679,3,36,113,13,6,17,7,451,26,1,3,0,0,4,2,0,5,684,1,22,707,1776
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1680,2,47,54,9,1,7,4,309,51,2,3,1,0,1,1,0,2,492,0,14,506,1303
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1681,1,3,9,4,2,2,1,38,4,0,3,1,0,0,1,0,1,69,0,2,71,226
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1682,1,60,54,8,1,4,8,185,9,3,0,0,0,0,0,0,3,335,0,8,343,690
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1683,2,45,117,9,8,7,10,356,16,4,3,0,0,3,0,1,3,582,0,14,596,1456
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1684,2,29,50,2,6,6,8,240,13,2,1,0,0,2,1,1,1,362,0,7,369,859
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1688,1,4,42,3,4,6,0,87,6,2,0,0,0,6,0,0,0,160,0,10,170,572
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,652,1,1,8,82,0,3,2,93,9,0,0,0,3,0,0,0,1,202,0,24,226,354
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1689,1,4,10,1,0,2,1,21,1,0,3,0,0,0,0,0,1,44,0,0,44,107
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1691,1,8,25,0,0,2,0,32,5,0,0,0,0,1,0,0,1,74,0,4,78,143
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1692,1,18,16,2,1,2,4,106,8,0,1,0,0,4,2,0,1,165,0,3,168,395
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1693,1,29,17,6,0,3,3,69,2,1,0,0,1,0,0,0,1,132,0,2,134,262
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1694,3,78,137,9,6,24,13,613,107,7,2,1,1,7,1,1,6,1013,0,16,1029,2089
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1695,1,4,12,1,0,3,3,24,1,0,0,0,0,0,0,0,1,49,0,2,51,118
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1696,1,12,37,2,0,6,3,83,10,1,1,0,0,1,0,0,2,158,0,8,166,410
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1697,1,2,14,2,3,3,0,44,14,0,0,0,0,0,1,0,0,83,0,2,85,134
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1698,1,8,16,5,0,3,1,50,8,0,1,0,0,0,0,0,1,93,0,4,97,231
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1699,1,26,28,7,2,3,1,83,4,3,2,1,0,1,1,1,1,164,0,7,171,444
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1700,1,20,14,5,1,5,5,96,9,0,1,0,0,1,1,0,2,160,0,5,165,498
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1701,1,4,26,3,0,4,3,47,18,0,1,1,0,1,0,0,1,109,0,5,114,193
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1702,1,9,33,4,4,25,4,136,6,0,0,0,0,2,5,0,0,228,0,9,237,550
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,653,1,2,12,109,2,3,7,136,13,5,0,1,1,0,0,0,1,292,0,19,311,497
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1703,1,6,82,4,0,9,2,123,18,1,3,0,0,2,0,0,3,253,0,11,264,503
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1704,1,6,14,4,2,4,3,74,3,0,0,0,0,0,0,0,0,110,0,5,115,275
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1706,1,13,6,3,2,6,2,67,5,0,0,0,0,0,0,0,0,104,0,7,111,340
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1707,1,13,4,1,0,30,2,31,7,0,0,0,0,0,0,0,0,88,0,3,91,177
5,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1788,1,4,4,4,0,3,1,27,1,1,0,0,0,0,0,0,0,45,0,3,48,148
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,822,1,110,8,2,2,13,2,103,16,3,0,0,2,3,1,0,0,265,0,16,281,494
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,823,1,104,51,4,0,4,4,72,17,0,2,0,0,1,2,0,2,263,0,6,269,517
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,825,1,49,7,0,0,9,4,92,7,1,0,0,0,0,0,0,2,171,0,10,181,417
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,827,1,44,7,1,0,5,1,45,5,1,0,0,0,1,0,0,0,110,0,4,114,210
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,828,1,83,18,1,1,6,0,61,12,0,1,0,0,1,1,0,1,186,0,6,192,341
