CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,FXMA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,11,2,257,18,6,2,5,56,192,6,10,6,0,0,0,558,0,16,574,1244
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,12,2,243,35,7,2,3,60,141,4,10,1,1,0,0,507,0,9,516,819
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,13,2,224,19,2,4,3,44,131,3,7,2,0,0,0,439,1,11,451,786
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,14,2,306,31,4,6,1,41,130,4,15,3,0,0,1,542,1,8,551,920
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,15,2,180,8,8,5,3,42,162,2,6,6,1,0,1,424,0,10,434,983
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,16,2,139,27,7,2,3,46,136,6,5,2,0,0,0,373,0,11,384,865
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,17,2,248,17,11,4,7,36,159,9,6,2,0,0,0,499,2,18,519,991
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,18,2,243,27,6,6,1,49,167,2,8,8,1,0,0,518,0,12,530,1027
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,19,2,306,41,7,8,0,40,130,5,7,2,0,0,0,546,1,15,562,1030
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,20,2,363,31,15,5,3,36,136,5,6,5,0,0,0,605,0,13,618,1057
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,21,2,236,23,3,5,3,37,236,5,11,3,0,0,0,562,0,21,583,1297
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,22,1,140,16,3,0,2,15,107,1,4,4,0,0,1,293,0,8,301,707
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,23,2,226,24,4,2,0,41,140,6,11,3,0,0,0,457,0,10,467,947
