CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM_PT_MORENA,NAEM,PAN_PRI_PRD_NAEM,PAN_PRI_PRD,PAN_PRI_NAEM,PAN_PRD_NAEM,PRI_PRD_NAEM,PAN_PRI,PAN_PRD,PAN_NAEM,PRI_PRD,PRI_NAEM,PRD_NAEM,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5791,4,83,441,22,907,20,35,10,1,0,2,14,0,1,0,0,0,1536,0,31,1567,2646
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5792,4,103,474,9,686,33,26,3,0,4,0,8,0,0,1,1,1,1349,0,26,1375,2262
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5793,7,160,803,22,1428,16,50,7,1,1,5,17,0,1,2,0,0,2513,1,67,2581,4537
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5795,3,61,403,21,630,20,23,4,1,3,0,5,0,0,2,0,0,1173,1,39,1213,1883
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5796,4,82,452,20,810,24,23,5,0,2,1,2,0,1,0,1,0,1423,2,36,1461,2427
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5797,9,154,959,48,2097,93,69,14,4,1,3,12,2,0,3,1,0,3460,0,74,3534,6648
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5798,3,57,297,21,477,7,29,13,0,2,2,8,1,1,3,3,0,921,1,15,937,2038
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5799,4,33,546,10,638,17,40,10,0,1,0,6,0,2,2,1,0,1306,4,31,1341,2953
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5800,5,45,698,14,587,7,28,15,2,1,1,11,0,0,5,1,0,1415,2,48,1465,3136
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5801,5,90,350,13,745,11,18,5,2,4,2,7,1,2,1,2,0,1253,0,50,1303,2938
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5802,7,147,734,27,1568,26,40,10,3,1,2,8,1,0,1,0,0,2568,2,48,2618,4677
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5803,5,138,523,14,1103,15,18,3,4,3,0,8,0,1,0,1,0,1831,0,38,1869,3114
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,5804,6,151,614,21,1261,20,30,7,1,2,0,6,1,0,0,1,0,2115,1,40,2156,4043
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,6669,3,55,341,10,659,7,15,8,0,1,3,8,0,0,3,1,0,1111,3,30,1144,1901
,15,MEXICO,4,LERMA DE VILLADA,116,XONACATLAN,6670,3,43,297,13,548,10,16,1,0,0,4,1,0,0,2,0,0,935,0,33,968,1693
,15,MEXICO,4,LERMA DE VILLADA,39,ISIDRO FABELA,2068,3,65,487,9,661,12,18,2,3,3,1,7,1,0,1,1,0,1271,0,33,1304,2170
,15,MEXICO,4,LERMA DE VILLADA,39,ISIDRO FABELA,2069,4,67,561,17,868,13,23,12,0,1,0,4,0,0,3,0,0,1569,2,42,1613,2928
,15,MEXICO,4,LERMA DE VILLADA,39,ISIDRO FABELA,2070,5,61,590,22,827,12,25,6,2,2,2,6,0,0,1,0,0,1556,1,36,1593,2931
,15,MEXICO,4,LERMA DE VILLADA,39,ISIDRO FABELA,2071,2,21,183,5,210,3,8,1,0,0,0,4,2,0,1,1,0,439,0,10,449,755
,15,MEXICO,4,LERMA DE VILLADA,39,ISIDRO FABELA,2072,1,1,39,2,40,0,0,0,0,0,0,10,0,0,0,0,0,92,0,2,94,134
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2304,3,189,390,20,371,25,9,7,3,2,3,6,1,1,0,0,0,1027,1,17,1045,1588
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2305,2,81,186,6,173,4,9,3,0,0,3,4,0,0,1,0,0,470,1,15,486,826
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2306,2,126,278,9,323,28,10,3,2,1,2,6,0,1,0,1,0,790,0,20,810,1234
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2307,2,97,225,14,334,15,8,6,0,1,0,9,1,0,0,0,0,710,0,14,724,1109
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2308,6,373,563,18,1048,66,23,10,3,4,2,29,0,2,2,2,0,2145,0,49,2194,4006
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2309,1,55,148,4,230,8,2,1,0,0,2,4,2,0,1,0,0,457,0,13,470,744
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2310,4,234,421,21,795,31,24,6,2,5,1,13,2,1,3,5,1,1565,2,59,1626,2927
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2311,3,144,341,14,426,25,12,5,2,3,0,10,0,1,0,2,1,986,1,22,1009,1757
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2312,2,84,189,4,289,37,8,3,2,0,2,2,0,0,0,2,0,622,0,10,632,1001
,15,MEXICO,4,LERMA DE VILLADA,47,JILOTZINGO,2313,3,141,230,12,442,23,14,2,1,0,4,9,0,0,1,2,0,881,0,21,902,1539
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2386,5,60,593,14,1246,12,32,12,3,1,3,11,1,1,4,0,0,1993,6,38,2037,3641
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2387,10,234,1435,35,2295,35,90,22,5,7,13,19,1,1,6,3,1,4202,345,99,4646,7477
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2388,7,316,1274,22,1418,21,91,23,2,9,2,10,0,0,1,0,3,3192,2,63,3257,5105
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2389,3,64,641,14,616,5,21,5,0,0,2,7,0,0,2,0,0,1377,1,34,1412,1981
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2390,4,141,607,13,695,12,24,10,0,4,1,6,1,0,0,1,0,1515,1,26,1542,2363
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2391,2,27,210,5,396,5,12,6,1,1,1,4,1,1,1,0,2,673,0,23,696,1206
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2392,1,14,212,1,124,1,3,0,0,0,0,0,0,0,0,0,0,355,0,6,361,487
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2393,2,34,176,11,425,14,7,5,0,0,0,5,0,0,0,1,0,678,1,16,695,1288
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2394,2,41,232,7,467,6,15,8,0,0,2,3,2,1,0,0,0,784,0,18,802,1413
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2395,3,59,333,10,828,5,20,3,1,3,2,8,0,0,1,0,0,1273,1,24,1298,2246
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2396,2,22,189,1,309,2,1,0,0,0,0,1,0,0,0,0,0,525,0,5,530,812
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2397,3,43,290,10,662,10,13,3,1,1,1,4,1,0,0,1,0,1040,0,25,1065,1827
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2398,3,44,306,8,830,10,14,5,1,0,2,8,0,0,2,2,0,1232,1,26,1259,1949
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2399,3,35,315,8,674,8,22,8,2,2,0,3,0,0,1,1,0,1079,0,22,1101,1638
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2400,3,37,268,9,817,8,16,6,1,0,1,4,1,1,1,0,0,1170,1,16,1187,1823
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2401,2,30,235,4,425,3,14,0,0,0,3,2,0,0,0,0,0,716,2,12,730,1015
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2402,2,35,304,9,589,10,12,10,2,1,1,2,2,0,0,2,0,979,0,8,987,1481
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2403,2,16,214,4,321,2,7,1,0,0,0,1,0,0,0,1,0,567,1,11,579,808
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2404,4,46,399,18,1193,10,12,6,0,1,0,4,0,0,0,0,2,1691,2,28,1721,2475
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2405,4,104,455,9,984,12,15,8,3,6,0,16,1,0,1,0,0,1614,0,57,1671,2756
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2406,2,17,230,3,502,3,5,5,1,0,0,5,0,0,2,0,0,773,1,22,796,1190
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2407,3,34,278,13,721,9,2,3,0,0,3,4,0,0,1,0,0,1068,0,27,1095,1611
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2408,4,33,349,9,1123,10,11,3,1,0,2,4,0,0,0,0,0,1545,2,29,1576,2333
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2409,3,46,377,6,941,5,18,2,1,1,2,1,2,0,0,1,0,1403,5,22,1430,2150
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2410,1,9,82,1,152,0,2,1,0,0,0,2,0,0,0,0,0,249,0,10,259,439
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2411,3,39,352,9,654,7,14,8,2,0,2,8,0,0,1,0,0,1096,0,56,1152,1949
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2412,3,47,487,13,786,5,19,16,2,1,1,3,0,0,0,0,0,1380,0,28,1408,2181
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2413,5,89,629,13,1370,15,16,10,2,1,0,10,1,2,0,0,0,2158,1,67,2226,3418
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2414,3,51,344,6,756,6,19,0,2,1,0,1,1,0,0,0,0,1187,0,21,1208,1815
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2415,6,94,729,13,1426,9,47,17,2,4,1,7,2,0,5,0,1,2357,0,49,2406,3942
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2416,5,79,608,10,1137,10,21,10,1,0,0,17,2,1,6,0,0,1902,6,44,1952,3046
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2417,5,111,720,12,1153,13,31,15,3,3,1,13,1,0,2,0,0,2078,0,45,2123,3318
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2418,7,155,804,17,1465,14,58,21,3,2,2,17,0,1,1,3,0,2563,1,54,2618,4301
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2419,5,107,730,7,1232,8,44,11,6,4,3,8,2,0,3,2,1,2168,1,61,2230,3412
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2420,4,77,477,12,893,12,29,3,2,1,1,5,0,1,1,1,2,1517,0,41,1558,2459
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2421,4,65,549,15,1172,13,16,9,0,1,0,13,0,0,0,0,0,1853,2,46,1901,2727
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2422,2,30,214,7,496,6,4,2,0,0,0,1,0,0,0,1,0,761,1,19,781,1227
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2423,1,30,105,3,91,0,2,1,0,0,0,1,0,1,0,0,0,234,0,4,238,333
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2424,5,58,726,20,1272,9,35,11,7,0,3,13,0,0,3,1,0,2158,3,66,2227,3430
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2425,5,71,627,22,1118,22,22,12,1,3,1,18,6,1,1,1,1,1927,1,58,1986,3420
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2426,3,19,482,8,858,4,26,3,0,2,1,7,0,0,1,0,0,1411,0,16,1427,2222
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2427,5,56,631,14,1383,8,33,20,1,3,2,9,0,1,0,3,1,2165,1,33,2199,3584
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2428,5,48,695,13,1234,10,24,17,1,1,3,12,0,0,7,0,0,2065,1,33,2099,3436
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2430,2,50,260,6,360,10,13,9,2,1,1,12,0,0,0,1,0,725,0,18,743,1096
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,2431,3,491,499,9,298,9,56,12,1,0,0,17,0,0,1,0,0,1393,0,16,1409,2032
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,4142,6,188,647,19,1134,22,52,9,6,8,3,13,0,0,3,3,1,2108,2,58,2168,4155
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,4143,10,669,1164,32,1369,30,97,23,5,7,5,23,2,3,2,0,0,3431,3,61,3495,7022
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,6613,4,33,583,14,1167,10,24,9,0,0,1,6,0,0,0,0,0,1847,1,38,1886,2999
,15,MEXICO,4,LERMA DE VILLADA,52,LERMA,6614,1,4,87,1,138,1,2,1,0,2,0,1,0,0,1,0,0,238,0,3,241,401
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3828,3,47,371,10,730,9,18,8,0,0,1,3,2,0,1,0,0,1200,7,25,1232,1917
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3829,3,42,279,27,615,6,22,4,0,1,1,0,0,0,0,0,0,997,3,20,1020,1677
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3830,3,59,320,10,623,13,23,3,0,2,0,2,0,0,0,0,0,1055,4,23,1082,1671
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3831,4,111,383,25,1002,13,29,6,1,3,0,8,3,1,0,1,2,1588,1,33,1622,2604
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3832,4,77,355,18,886,12,20,9,4,2,2,6,2,0,1,1,0,1395,5,27,1427,2326
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3833,3,46,292,19,740,16,23,1,2,2,1,3,0,0,0,1,0,1146,1,24,1171,2097
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3834,4,72,357,23,1053,6,29,6,0,2,1,6,1,0,2,0,0,1558,2,44,1604,2761
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3835,3,73,376,35,760,13,23,7,1,1,2,3,0,0,3,2,0,1299,2,31,1332,2118
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3836,1,36,127,3,242,2,5,2,0,0,0,1,0,0,0,0,0,418,0,15,433,648
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3837,4,86,388,15,893,10,30,7,1,3,2,4,0,0,0,0,0,1439,1,32,1472,2330
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3838,5,167,649,25,1218,15,52,14,0,0,1,8,1,1,1,0,0,2152,2,58,2212,3588
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3839,4,491,525,28,533,23,47,13,1,3,1,11,1,1,4,0,0,1682,3,29,1714,2635
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3840,4,107,563,25,821,11,24,13,1,4,0,11,4,0,0,2,0,1586,5,27,1618,1595
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3841,2,22,180,11,416,6,6,1,0,2,0,3,0,0,1,1,0,649,0,11,660,1087
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3842,5,60,537,26,1517,18,28,7,1,3,5,2,3,2,1,0,0,2210,3,53,2266,3705
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3843,3,41,322,17,740,8,9,4,1,0,1,4,0,0,0,2,1,1150,2,23,1175,1982
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3844,4,48,383,25,903,17,28,8,0,4,0,7,0,1,0,0,0,1424,0,38,1462,2677
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3845,12,233,1267,66,2799,47,98,22,3,9,9,18,4,0,7,4,1,4587,5,95,4687,8290
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3846,4,18,182,38,921,9,8,5,0,2,0,3,1,2,5,2,0,1196,0,27,1223,2290
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3847,3,19,198,25,762,8,14,4,0,2,1,1,2,0,1,1,0,1038,3,27,1068,2070
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3848,3,26,249,15,541,4,14,6,1,1,0,7,0,0,1,3,0,868,0,26,894,1562
,15,MEXICO,4,LERMA DE VILLADA,63,OCOYOACAC,3849,3,23,288,21,751,9,12,3,0,2,0,5,0,0,3,4,0,1121,3,25,1149,1996
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1109,7,76,887,39,1139,22,42,14,0,3,5,13,2,3,10,9,0,2264,0,67,2331,4931
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1110,4,72,638,25,707,16,32,10,1,3,0,3,1,0,2,0,1,1511,4,30,1545,2937
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1111,4,71,926,31,880,28,36,8,2,1,3,11,1,2,7,1,1,2009,2,33,2044,1871
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1114,4,35,633,18,687,19,22,10,1,1,0,5,1,0,3,2,0,1437,3,35,1475,2904
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1115,8,134,797,47,1344,33,91,8,1,0,1,7,0,0,6,1,0,2470,1,61,2532,5699
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1116,4,31,522,20,581,10,19,4,2,1,1,3,0,0,5,0,0,1199,1,44,1244,2398
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1117,3,28,327,23,390,9,14,6,3,0,0,5,1,0,5,2,0,813,0,25,838,1649
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1118,3,36,362,16,494,18,10,4,2,2,4,9,2,4,7,1,0,971,5,12,988,2071
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1119,3,39,296,7,389,8,14,5,0,1,4,3,0,1,3,0,1,771,3,17,791,1575
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1120,3,22,292,15,410,6,16,6,0,1,3,1,0,0,4,1,1,778,1,14,793,1561
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1121,8,89,765,46,1453,27,42,12,4,3,3,6,0,1,7,8,1,2467,11,64,2542,5326
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1122,4,43,495,32,575,19,19,9,0,1,2,4,0,0,4,1,0,1204,2,35,1241,2571
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1123,4,15,376,37,508,4,20,6,1,0,1,4,0,1,6,2,2,983,0,39,1022,2430
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1124,5,31,404,83,812,19,15,8,2,1,0,5,1,0,9,3,0,1393,2,55,1450,3048
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1125,2,20,212,15,423,18,11,5,3,0,1,1,0,1,1,1,0,712,0,20,732,1463
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1126,3,36,224,17,389,10,8,6,1,1,0,3,0,0,1,1,0,697,0,25,722,1610
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1127,3,35,225,11,392,11,7,5,1,1,0,2,0,0,1,0,0,691,3,24,718,1561
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1128,2,30,273,6,406,5,10,2,1,0,0,3,1,0,0,1,0,738,0,15,753,1465
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1129,2,37,208,5,425,8,3,2,0,0,0,2,0,0,2,0,0,692,1,19,712,1455
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1130,3,27,285,18,430,16,12,2,0,4,1,1,1,0,0,3,0,800,1,25,826,1741
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1131,2,21,191,7,335,5,10,7,0,0,3,4,0,1,2,0,0,586,0,9,595,1193
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1132,2,26,153,10,343,25,10,2,0,1,0,3,0,1,0,1,0,575,0,23,598,1280
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1133,3,23,288,19,408,12,14,1,2,3,0,2,1,0,2,0,0,775,2,28,805,1572
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1134,3,20,304,27,448,6,9,2,0,2,2,3,0,0,0,0,0,823,1,26,850,1643
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1135,2,16,238,10,316,2,5,1,1,0,0,1,0,0,0,0,0,590,1,15,606,1218
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1136,3,25,296,21,458,4,7,1,1,1,4,2,1,1,3,1,1,827,0,26,853,1813
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1137,2,19,240,8,340,10,9,1,1,0,0,2,0,0,1,3,0,634,0,28,662,1460
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1138,2,23,176,12,313,8,3,1,0,2,1,0,0,0,0,0,0,539,1,11,551,1090
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1139,2,14,197,11,304,4,9,2,1,0,1,2,1,0,5,0,0,551,2,9,562,1055
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,1140,2,26,230,13,383,9,3,1,1,2,0,1,0,0,0,1,0,670,3,21,694,1439
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,6352,2,28,305,12,269,12,11,0,2,1,0,1,0,0,0,0,0,641,3,30,674,1392
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,6353,3,43,318,13,547,7,23,5,0,1,2,2,1,0,1,0,0,963,3,29,995,2245
,15,MEXICO,5,CHIMALHUACAN,30,CHICOLOAPAN,6354,3,58,368,26,548,86,15,5,0,0,1,3,1,0,1,0,0,1112,2,43,1157,2217
